,fecha_inicial,fecha_final,año_inicial,mes_inicial,dia_inicial,año_final,mes_final,dia_final,pais,ciudad,categoria_principal,categoria,proyecto_featured,descripcion_largo,descripcion_full_largo,titulo_largo,cant_creaciones_dueño,cant_faqs,cant_imagenes,cant_videos,cant_tiers,tier_promedio,tier_max,tier_min,duracion,moneda,objetivo_monto,objetivo_ratio,title,cotizacion,moneda_igual_pais,dia_semana_inicial,dia_semana_final,weekend_inicial,weekend_final,primera_quincena_inicial,primera_quincena_final,id,monto_obtenido,monto_obtenido_porcentaje,estado,exito
6003,2019-04-01,2019-05-01,2019,4,1,2019,5,1,United States,Burlington,Art,Illustration,0,117,4033,43,1,0,19,1,18,166.388888888889,950.0,5.0,30,USD,8500.0,283.33333333333303,Polanshek of the Hills // Woodland Art Book,1.0,1,lunes,miércoles,0,0,1,1,3162,10140.0,1.1929,Funding Successful,success
6004,2018-12-18,2019-02-16,2018,12,18,2019,2,16,Hong Kong,Hong Kong,Technology,Technology,0,135,2492,58,1,0,13,3,4,354.7433475,685.3832,12.787,60,HKD,63.935,0.136256140833333,WheelCare Walking Aids: A health care solution for disable,0.12787,1,martes,sábado,0,1,0,0,1707,294.74035,4.61,Funding Successful,success
6005,2019-01-05,2019-02-20,2019,1,5,2019,2,20,Portugal,Lisbon,Film & Video,Documentary,0,134,5398,33,1,0,2,1,2,583.9425,1139.4,28.485,46,EUR,11394.0,282.224426086956,My soul paws a journey with Gioia,1.1394,0,sábado,miércoles,1,0,1,0,1303,137.8674,0.0121,Funding Unsuccessful,fail
6006,2019-02-18,2019-03-05,2019,2,18,2019,3,5,United States,Menomonie,Comics,Graphic Novels,0,84,734,10,1,0,4,1,3,58.3333333333333,100.0,25.0,15,USD,800.0,53.3333333333333,Alia Orbis,1.0,1,lunes,martes,0,0,0,1,864,801.0,1.0012,Funding Successful,success
6007,2019-01-23,2019-03-24,2019,1,23,2019,3,24,Hong Kong,Hong Kong,Technology,Camera Equipment,0,83,2687,31,1,0,28,1,5,80.121356,124.9108,48.94464,60,HKD,509.84,1.08307010666667,Make your iphone a great camera,0.12746,1,miércoles,domingo,0,1,0,0,6115,3218.87484,6.3135,Funding Successful,success
6008,2019-01-20,2019-02-19,2019,1,20,2019,2,19,United States,Columbia,Comics,Anthologies,1,35,6242,25,1,0,2,1,11,65.0,250.0,1.0,30,USD,4500.0,150.0,Thrilling Adventure Yarns,1.0,1,domingo,martes,1,0,0,0,1313,11172.0,2.4827,Funding Successful,success
6009,2019-04-02,2019-04-26,2019,4,2,2019,4,26,United States,Grand Rapids,Games,Tabletop Games,0,84,4147,10,1,2,32,1,5,57.6,99.0,9.0,24,USD,30000.0,1250.0,Endangered,1.0,1,martes,viernes,0,0,1,0,3539,41397.0,1.3799,Funding Successful,success
6010,2019-01-30,2019-02-20,2019,1,30,2019,2,20,United Kingdom,Carlisle,Games,Tabletop Games,0,60,1326,22,8,0,1,1,7,55.27330714285711,89.18675999999999,32.78925,21,GBP,13115.7,819.1504118571429,Ancient Dice of Kaldor,1.3115700000000001,1,miércoles,miércoles,0,0,0,0,1259,4911.82965,0.3745,Cancelled by Creator,fail
6011,2019-03-01,2019-03-31,2019,3,1,2019,3,31,United States,Minneapolis,Film & Video,Documentary,0,118,4904,42,1,0,16,1,12,419.166666666667,2500.0,10.0,30,USD,10000.0,333.33333333333303,Knife River Documentary - Campaign Part II,1.0,1,viernes,domingo,0,1,1,0,6433,11080.0,1.1079999999999999,Funding Successful,success
6012,2019-04-10,2019-04-22,2019,4,10,2019,4,22,United Kingdom,Leicester,Games,Tabletop Games,0,97,1986,19,1,0,2,0,7,24.8862,73.3488,1.3098,12,GBP,1309.8,142.96466999999998,A5 Gamers' Notebook,1.3098,1,miércoles,lunes,0,0,1,0,3859,3150.0690000000004,2.405,Funding Successful,success
6013,2019-04-04,2019-05-04,2019,4,4,2019,5,4,United States,Houston,Technology,Apps,0,118,5826,37,1,14,22,7,8,463.875,2500.0,1.0,30,USD,15000.0,500.0,"Vidii – Send Clips, Have Fun, Do Good",1.0,1,jueves,sábado,0,1,1,1,3007,108.0,0.0072,Funding Unsuccessful,fail
6014,2019-02-14,2019-02-24,2019,2,14,2019,2,24,United States,Denver,Comics,Comic Books,0,128,3345,25,1,0,24,1,8,17.5,50.0,3.0,10,USD,500.0,50.0,Blue-Shift #2 - Mindgames,1.0,1,jueves,domingo,0,1,1,0,1064,527.0,1.054,Funding Successful,success
6015,2019-03-21,2019-04-20,2019,3,21,2019,4,20,United States,New York,Publishing,Children's Books,0,133,3762,51,1,0,4,1,11,998.636363636364,5000.0,5.0,30,USD,5000.0,166.666666666667,The Adventures of a Military Brat: My Military Life,1.0,1,jueves,sábado,0,1,0,0,4304,5691.0,1.1382,Funding Successful,success
6016,2019-02-27,2019-03-24,2019,2,27,2019,3,24,Mexico,Queretaro,Film & Video,Music Videos,1,30,660,20,1,0,19,1,6,97.798125,312.954,7.82385,25,MXN,1408.293,2.9382061834799997,Videoclip: LA PECERA,0.052159000000000004,1,miércoles,domingo,0,1,0,0,6078,1461.234385,1.0376,Funding Successful,success
6017,2019-03-21,2019-04-20,2019,3,21,2019,4,20,United Kingdom,West Midlands,Crafts,Crafts,0,129,819,34,1,0,1,0,7,6.940433571428571,15.75666,1.3130549999999999,30,GBP,6565.275,287.3522388375,Demon - a NEW fishing bait company,1.3130549999999999,1,jueves,sábado,0,1,0,0,4249,3.939165,0.0006,Funding Unsuccessful,fail
6018,2019-03-13,2019-04-15,2019,3,13,2019,4,15,United Kingdom,Lincoln,Film & Video,Film & Video,0,94,728,30,1,0,1,0,2,3.9886800000000004,6.6478,1.32956,33,GBP,199.43400000000003,8.03513542545455,Blackout: A Student Short Film,1.32956,1,miércoles,lunes,0,0,1,0,4885,256.60508,1.2867,Funding Successful,success
6019,2019-03-04,2019-05-03,2019,3,4,2019,5,3,Canada,Edmonton,Design,Product Design,0,75,573,40,1,0,0,1,4,54.0,110.0,1.0,60,USD,10000.0,166.666666666667,Breath of Canada - Capsuled Canadian air,1.0,0,lunes,viernes,0,0,1,1,2888,1.0,0.0001,Cancelled by Creator,fail
6020,2019-02-25,2019-03-27,2019,2,25,2019,3,27,United States,Tarpon Springs,Design,Product Design,0,133,1649,56,2,0,0,1,4,105.0,120.0,90.0,30,USD,15000.0,500.0,"4 in 1 utility cart. Trolley, Dolly, Hand Truck, Ladder!",1.0,1,lunes,miércoles,0,0,0,0,6330,2822.0,0.1881,Funding Unsuccessful,fail
6021,2019-04-01,2019-04-24,2019,4,1,2019,4,24,United States,Durango,Publishing,Publishing,0,32,4667,22,1,0,12,1,13,114.53846153846202,450.0,1.0,23,USD,19600.0,852.1739130434779,Cosmic Cat Wisdom Deck,1.0,1,lunes,miércoles,0,0,1,0,3951,20813.0,1.0619,Funding Successful,success
6022,2019-03-23,2019-04-22,2019,3,23,2019,4,22,Greece,Athens,Design,Product Design,0,123,14290,60,1,0,41,1,5,1188.0,1520.0,725.0,30,USD,80000.0,2666.6666666666697,IANOS AVYSSOS - AN ANCIENT GREEK SOUL IN A MODERN SWISS BODY,1.0,0,sábado,lunes,1,0,0,0,3649,188508.0,2.3563,Funding Successful,success
6023,2019-02-28,2019-03-31,2019,2,28,2019,3,31,United States,Concord,Games,Games,0,70,2309,38,1,9,9,0,10,85.7,444.0,12.0,31,USD,888.0,28.645161290322598,Gamer Pride Stickers and Pins (Vol. 1),1.0,1,jueves,domingo,0,1,0,0,6504,1087.0,1.2241,Funding Successful,success
6024,2019-02-24,2019-04-01,2019,2,24,2019,4,1,United States,Grandview,Art,Art,0,103,3665,55,1,0,1,0,29,60.1724137931034,135.0,9.0,36,USD,300.0,8.33333333333333,"Believe In Yourself Enamel Pins, Medals and Tech Shirts",1.0,1,domingo,lunes,1,0,0,1,6440,114.0,0.38,Funding Unsuccessful,fail
6025,2019-03-25,2019-04-24,2019,3,25,2019,4,24,United States,New York,Fashion,Accessories,0,89,1403,59,1,0,1,1,16,170.0,1000.0,5.0,30,USD,8000.0,266.66666666666697,Kemi Clips. The travel hat companion designed by a Jeweler.,1.0,1,lunes,miércoles,0,0,0,0,3719,8502.0,1.0628,Funding Successful,success
6026,2019-01-02,2019-03-03,2019,1,2,2019,3,3,United States,Grapevine,Technology,Wearables,0,69,1489,58,1,0,1,1,4,134.0,255.0,1.0,60,USD,80000.0,1333.33333333333,XLFLEX by Visual Gains: Track Your Arm Size While You Lift,1.0,1,miércoles,domingo,0,1,1,1,731,807.0,0.0101,Cancelled by Creator,fail
6027,2019-04-09,2019-04-30,2019,4,9,2019,4,30,United States,Boston,Games,Tabletop Games,0,128,9012,27,1,6,51,1,5,64.6,150.0,20.0,21,USD,9000.0,428.571428571429,Cheer Up! - The Big D Pack!,1.0,1,martes,martes,0,0,1,0,3103,4694.0,0.5216,Funding Unsuccessful,fail
6028,2019-01-26,2019-02-25,2019,1,26,2019,2,25,United States,Milwaukee,Film & Video,Documentary,1,92,3569,42,1,3,13,1,15,1065.13333333333,10000.0,1.0,30,USD,50000.0,1666.66666666667,You Don't Know Nicotine - Documentary Film,1.0,1,sábado,lunes,1,0,0,0,1040,108599.0,2.1719999999999997,Funding Successful,success
6029,2019-02-16,2019-03-18,2019,2,16,2019,3,18,United Kingdom,Newcastle upon Tyne,Fashion,Apparel,0,113,1036,46,1,0,1,0,7,76.4489285714286,257.9,6.4475,30,GBP,773.7,33.256205,"One Pocket at a Time, Driving Feminism Forward",1.2895,1,sábado,lunes,1,0,0,0,5537,1225.025,1.5833,Funding Successful,success
6030,2019-01-17,2019-02-16,2019,1,17,2019,2,16,United States,Los Angeles,Art,Illustration,1,100,2790,32,1,0,4,1,5,47.0,100.0,20.0,30,USD,10000.0,333.33333333333303,Strange Friends: a postcard book,1.0,1,jueves,sábado,0,1,0,0,1699,38583.0,3.8583,Funding Successful,success
6031,2019-02-13,2019-03-05,2019,2,13,2019,3,5,United States,Sacramento,Art,Mixed Media,0,55,1968,31,1,0,12,0,17,34.1176470588235,72.0,4.0,20,USD,400.0,20.0,Princess Pals Enamel Pin Series,1.0,1,miércoles,martes,0,0,1,1,832,2259.0,5.6475,Funding Successful,success
6032,2018-12-13,2019-02-11,2018,12,13,2019,2,11,Mexico,Veracruz,Music,Latin,0,133,648,28,1,0,0,1,2,2.217735,3.44981,0.9856600000000001,60,MXN,12320.75,10.1200587041667,#NosotrosSomosLosMejoresBaby,0.049283,1,jueves,lunes,0,0,1,1,2147,0.936377,0.0001,Funding Unsuccessful,fail
6033,2019-04-01,2019-05-01,2019,4,1,2019,5,1,United Kingdom,Birmingham,Art,Mixed Media,0,110,2375,60,2,0,38,1,14,695.3670357142861,3920.19,2.61346,30,GBP,1306.73,56.9181097633333,Moiimran's Drawing Projects -Pencil Sketch + Pyrograpghy Art,1.30673,1,lunes,miércoles,0,0,1,1,2628,757.9034,0.58,Funding Unsuccessful,fail
6034,2019-02-25,2019-03-27,2019,2,25,2019,3,27,Italy,Milan,Design,Product Design,0,104,2834,60,1,0,39,1,7,106.983942857143,157.9596,28.41,30,EUR,3409.2,129.14049599999998,The most portable yoga mat with a carry bag | Banale Mat 2.0,1.1364,1,lunes,miércoles,0,0,0,0,6292,37743.2532,11.071,Funding Successful,success
6035,2019-03-19,2019-04-20,2019,3,19,2019,4,20,United States,Newark,Design,Product Design,0,55,950,28,1,0,31,1,10,512.3,1992.0,5.0,32,USD,172000.0,5375.0,Z-roll. The go anywhere bed.,1.0,1,martes,sábado,0,1,0,0,4091,8780.0,0.051,Funding Unsuccessful,fail
6036,2019-04-05,2019-05-04,2019,4,5,2019,5,4,United States,Anchorage,Art,Art,0,105,4120,36,1,2,20,0,35,158.171428571429,351.0,9.0,29,USD,1000.0,34.482758620689694,Heroes & Niffling - Hard Enamel Pins,1.0,1,viernes,sábado,0,1,1,1,208,19980.0,19.98,Funding Successful,success
6037,2019-04-15,2019-04-30,2019,4,15,2019,4,30,Germany,Bonn,Games,Tabletop Games,0,103,8011,34,1,4,31,1,2,83.64849,100.604265,66.692715,15,EUR,37302.705,2811.094546095,Vampire: The Masquerade - Heritage,1.130385,1,lunes,martes,0,0,0,0,3214,457119.781305,12.2543,Funding Successful,success
6038,2019-02-28,2019-04-29,2019,2,28,2019,4,29,United States,Charlotte,Fashion,Footwear,0,105,2477,32,1,2,12,1,7,153.571428571429,500.0,20.0,60,USD,16000.0,266.66666666666697,The Ascend Apparel Arise Trainer,1.0,1,jueves,lunes,0,0,0,0,3294,17911.0,1.1194,Funding Successful,success
6039,2019-03-20,2019-04-19,2019,3,20,2019,4,19,Australia,Adelaide,Art,Art,0,54,3149,16,1,0,16,0,19,83.05263157894741,200.0,10.0,30,USD,1000.0,33.3333333333333,RPGG Enamel Pins,1.0,0,miércoles,viernes,0,0,0,0,4169,8697.0,8.697000000000001,Funding Successful,success
6040,2019-02-12,2019-03-14,2019,2,12,2019,3,14,United Kingdom,London,Art,Digital Art,0,124,2213,56,1,0,13,0,17,43.14727,103.1288,6.44555,30,GBP,180.4754,7.75508809646667,Kingdom Hearts Enamel Pins - Acrylic Keychains - Buttons,1.28911,1,martes,jueves,0,0,1,1,5411,935.89386,5.1857,Funding Successful,success
6041,2019-03-21,2019-04-20,2019,3,21,2019,4,20,United States,New York,Music,Music,0,66,705,26,1,0,1,1,3,241.666666666667,500.0,25.0,30,USD,5000.0,166.666666666667,Psychedelephant - A New LP,1.0,1,jueves,sábado,0,1,0,0,4270,10526.0,2.1052,Funding Successful,success
6042,2019-02-09,2019-03-11,2019,2,9,2019,3,11,United States,Gig Harbor,Art,Art,0,39,1165,12,1,0,1,0,5,16.6,24.0,5.0,30,USD,1000.0,33.3333333333333,Whale Hearts,1.0,1,sábado,lunes,1,0,1,1,428,852.0,0.852,Funding Unsuccessful,fail
6043,2019-03-20,2019-05-19,2019,3,20,2019,5,19,United States,Lakeland,Games,Tabletop Games,0,133,961,28,1,6,1,0,10,85.1,250.0,1.0,60,USD,100.0,1.6666666666666698,Monk's Miniatures: First Set,1.0,1,miércoles,domingo,0,1,0,0,32,285.0,2.85,Cancelled by Creator,fail
6044,2019-03-28,2019-05-02,2019,3,28,2019,5,2,United States,Salt Lake City,Technology,Web,0,106,0,48,1,0,1,1,3,383.333333333333,1000.0,50.0,35,USD,85000.0,2428.5714285714303,The voice of the Silent Majority. Rdelephant.com,1.0,1,jueves,jueves,0,0,0,1,2759,51.0,0.0006,Funding Unsuccessful,fail
6045,2019-01-04,2019-02-13,2019,1,4,2019,2,13,United States,Salt Lake City,Publishing,Nonfiction,0,134,722,58,2,0,0,1,3,75.0,125.0,25.0,40,USD,1500.0,37.5,"The Window ""a book about life adventures w/ 4 new sports """,1.0,1,viernes,miércoles,0,0,1,1,2070,1.0,0.0007,Funding Unsuccessful,fail
6046,2019-02-23,2019-03-25,2019,2,23,2019,3,25,Fiji,Lautoka,Publishing,Children's Books,0,135,3147,56,1,0,9,1,10,411.5,3000.0,5.0,30,USD,30000.0,1000.0,Bula Buddies - A Children's Book of Underwater Adventure,1.0,0,sábado,lunes,1,0,0,0,6219,800.0,0.0267,Funding Unsuccessful,fail
6047,2019-01-21,2019-03-19,2019,1,21,2019,3,19,United States,Frostburg,Technology,Software,0,50,14670,38,1,0,12,1,5,277.4,1111.0,9.0,57,USD,3333.0,58.473684210526294,cXc Music: A Global Map of Local Music,1.0,1,lunes,martes,0,0,0,0,5710,16.0,0.0048,Funding Unsuccessful,fail
6048,2019-02-08,2019-03-10,2019,2,8,2019,3,10,United States,Los Angeles,Design,Product Design,0,52,4100,22,1,0,19,1,10,36.8,90.0,1.0,30,USD,7500.0,250.0,Lotlcorn Plush Project,1.0,1,viernes,domingo,0,1,1,1,635,9794.0,1.3059,Funding Successful,success
6049,2019-02-21,2019-03-23,2019,2,21,2019,3,23,Canada,Vancouver,Design,Product Design,0,38,3697,31,2,0,6,1,10,44.0,63.0,33.0,30,USD,5000.0,166.666666666667,Stylish Shades for Your Candles,1.0,0,jueves,sábado,0,1,0,0,6134,157.0,0.0314,Funding Unsuccessful,fail
6050,2019-03-05,2019-04-05,2019,3,5,2019,4,5,Netherlands,Amsterdam,Design,Product Design,1,135,3942,59,1,26,47,3,7,189.96599999999998,848.0625,64.45275,31,EUR,22615.0,824.900362903226,TIMIO - educational audio toy and music player for children,1.13075,1,martes,viernes,0,0,1,1,7104,91887.0065,4.0631,Funding Successful,success
6051,2019-03-06,2019-04-15,2019,3,6,2019,4,15,United States,College Park,Film & Video,Shorts,0,130,2068,14,1,0,1,0,7,183.57142857142898,500.0,10.0,40,USD,3000.0,75.0,Ok! Silexatana,1.0,1,miércoles,lunes,0,0,1,0,4627,251.0,0.0837,Cancelled by Creator,fail
6052,2019-02-04,2019-02-19,2019,2,4,2019,2,19,United States,Carrollton,Crafts,Crafts,0,17,0,16,1,0,2,0,1,10.0,10.0,10.0,15,USD,150.0,10.0,Tangerine Planet,1.0,1,lunes,martes,0,0,1,0,1416,202.0,1.3467,Funding Successful,success
6053,2019-03-19,2019-04-18,2019,3,19,2019,4,18,United States,San Francisco,Design,Product Design,0,127,4070,45,1,0,25,1,6,153.666666666667,219.0,99.0,30,USD,7000.0,233.333333333333,"Taskin Kube 2: The Duffel, Done Right (Again)",1.0,1,martes,jueves,0,0,0,0,4569,84427.0,12.061,Funding Successful,success
6054,2019-02-01,2019-03-03,2019,2,1,2019,3,3,China,Shanghai,Design,Product Design,0,109,2203,58,1,5,36,1,4,96.75,144.0,72.0,30,USD,4000.0,133.333333333333,FoldBag|BackPack| - Flip from a briefcase into a backpack.,1.0,0,viernes,domingo,0,1,1,1,513,637.0,0.1593,Funding Unsuccessful,fail
6055,2019-03-18,2019-04-17,2019,3,18,2019,4,17,Australia,Melbourne,Games,Tabletop Games,0,70,3869,12,1,3,43,1,10,204.5,1000.0,5.0,30,USD,11000.0,366.666666666667,Misdirection,1.0,0,lunes,miércoles,0,0,0,0,4757,16716.0,1.5196,Funding Successful,success
6056,2019-03-22,2019-04-21,2019,3,22,2019,4,21,United Kingdom,Newcastle upon Tyne,Photography,Places,0,129,9513,59,1,0,19,0,9,70.8990333333333,257.6145,6.6055,30,GBP,330.275,14.5442100833333,Twenty Years - Landscape & Travel Photography Retrospective,1.3211,1,viernes,domingo,0,1,0,0,4207,819.082,2.48,Funding Successful,success
6057,2019-01-17,2019-02-16,2019,1,17,2019,2,16,United States,Denver,Games,Tabletop Games,0,87,2168,15,1,0,8,1,9,252.444444444444,1500.0,2.0,30,USD,10000.0,333.33333333333303,Murders By Mail,1.0,1,jueves,sábado,0,1,0,0,1777,11360.0,1.136,Funding Successful,success
6058,2019-02-05,2019-04-04,2019,2,5,2019,4,4,United States,St. Louis,Film & Video,Horror,0,34,2332,18,1,0,0,1,6,384.166666666667,800.0,5.0,58,USD,1000.0,17.2413793103448,Horror over Heroin,1.0,1,martes,jueves,0,0,1,1,6914,11.0,0.011000000000000001,Funding Unsuccessful,fail
6059,2019-03-30,2019-04-25,2019,3,30,2019,4,25,United States,Manhattan,Art,Conceptual Art,0,115,2225,58,1,0,1,1,2,52.5,70.0,35.0,26,USD,5000.0,192.30769230769198,The Artexpo New York 2019 - An Art Project Solo Exhibition,1.0,1,sábado,jueves,1,0,0,0,3654,2.0,0.0004,Funding Unsuccessful,fail
6060,2019-03-19,2019-04-18,2019,3,19,2019,4,18,Ukraine,Kiev,Art,Illustration,0,64,2646,42,1,3,38,1,17,145.235294117647,925.0,1.0,30,USD,5000.0,166.666666666667,MyBookMark: Creative 3D Handmade Bookmarks,1.0,0,martes,jueves,0,0,0,0,4487,5792.0,1.1584,Funding Successful,success
6061,2019-03-05,2019-04-19,2019,3,5,2019,4,19,Canada,Montreal,Games,Video Games,0,130,2294,34,1,0,3,1,3,10.3333333333333,25.0,1.0,45,USD,70.0,1.55555555555556,La dernière capsule - A free FPS !,1.0,0,martes,viernes,0,0,1,0,4140,71.0,1.0143,Funding Successful,success
6062,2019-04-11,2019-04-30,2019,4,11,2019,4,30,United States,Dover,Fashion,Accessories,0,34,718,16,1,0,20,0,12,26.3333333333333,55.0,2.0,19,USD,350.0,18.4210526315789,Taco 'Bout Pins!,1.0,1,jueves,martes,0,0,1,0,3069,834.0,2.3829,Funding Successful,success
6063,2019-02-12,2019-03-17,2019,2,12,2019,3,17,United States,Springfield,Games,Tabletop Games,0,133,3149,32,1,6,14,1,4,46.5,100.0,1.0,33,USD,2000.0,60.6060606060606,2019 Moon City Con Strikes Back!,1.0,1,martes,domingo,0,1,1,0,5644,4609.0,2.3045,Funding Successful,success
6064,2019-02-20,2019-04-21,2019,2,20,2019,4,21,United States,Alexandria,Games,Games,0,131,1985,60,1,0,4,1,1,20.0,20.0,20.0,60,USD,1000.0,16.6666666666667,The Old Ways. Classic 2D exploration & action platform game.,1.0,1,miércoles,domingo,0,1,0,0,4231,103.0,0.10300000000000001,Funding Unsuccessful,fail
6065,2019-04-17,2019-05-01,2019,4,17,2019,5,1,United States,Carrollton,Games,Tabletop Games,0,102,901,60,1,0,9,0,11,49.636363636363605,91.0,10.0,14,USD,500.0,35.7142857142857,RPG Pins show off your love of roleplaying games! Series 1.5,1.0,1,miércoles,miércoles,0,0,0,1,3143,989.0,1.9780000000000002,Funding Successful,success
6066,2019-04-03,2019-05-04,2019,4,3,2019,5,4,Australia,Brisbane,Film & Video,Documentary,0,23,13348,21,1,0,21,2,11,1485.0,8000.0,50.0,31,USD,12000.0,387.09677419354796,Through Elephant Eyes,1.0,0,miércoles,sábado,0,1,1,1,3021,13380.0,1.115,Funding Successful,success
6067,2019-01-22,2019-02-21,2019,1,22,2019,2,21,United States,Greenville,Fashion,Accessories,0,99,1638,42,1,0,12,0,12,69.9166666666667,192.0,10.0,30,USD,3000.0,100.0,Final Fantasy XIV Soul Crystal Potion Pins,1.0,1,martes,jueves,0,0,0,0,1234,3529.0,1.1763,Funding Successful,success
6068,2019-04-19,2019-04-29,2019,4,19,2019,4,29,United States,Springfield,Technology,Software,0,43,1298,15,1,0,1,0,3,168.666666666667,500.0,1.0,10,USD,10000.0,1000.0,Purpose Connect,1.0,1,viernes,lunes,0,0,0,0,3333,37.0,0.0037,Funding Unsuccessful,fail
6069,2019-03-22,2019-04-21,2019,3,22,2019,4,21,Germany,Augsburg,Publishing,Academic,0,103,1411,48,1,0,0,1,3,1807.88385,4524.80385,336.21885,30,EUR,45282.0,1708.71627,Viel Fachwissen und doch beruflicher Stillstand?,1.13205,1,viernes,domingo,0,1,0,0,3734,2.2641,0.0001,Funding Unsuccessful,fail
6070,2019-01-30,2019-03-03,2019,1,30,2019,3,3,United States,Jersey City,Food,Restaurants,0,80,321,36,1,0,2,1,7,327.142857142857,1000.0,15.0,32,USD,7777.0,243.03125,Ghost Truck Kitchen: Killer Takeout.,1.0,1,miércoles,domingo,0,1,0,1,780,8176.0,1.0513,Funding Successful,success
6071,2019-03-04,2019-04-03,2019,3,4,2019,4,3,Netherlands,Eindhoven,Games,Tabletop Games,0,135,3533,54,1,7,16,1,12,68.494375,209.7345,1.1337,30,EUR,4534.8,171.370092,Dungeon Discoveries - Sci-fi Card Sets for Roleplaying,1.1337,1,lunes,miércoles,0,0,1,1,6856,17436.306,3.845,Funding Successful,success
6072,2019-02-07,2019-03-08,2019,2,7,2019,3,8,United States,Nashville,Music,Country & Folk,0,32,3609,56,1,0,7,1,8,57.75,200.0,2.0,29,USD,1800.0,62.0689655172414,"Brett Westgrove ""Somewhere Town"" Vinyl - Limited Edition",1.0,1,jueves,viernes,0,0,1,1,479,2928.0,1.6267,Funding Successful,success
6073,2019-03-12,2019-04-30,2019,3,12,2019,4,30,United States,Boston,Games,Video Games,0,98,1192,44,1,1,1,0,4,81.25,150.0,25.0,49,USD,2000.0,40.8163265306122,The Sixteen-Bit Heroes / X-Bit Gaming Shirt!,1.0,1,martes,martes,0,0,1,0,3149,2061.0,1.0305,Funding Successful,success
6074,2019-01-23,2019-02-15,2019,1,23,2019,2,15,United States,Norwich,Publishing,Children's Books,0,46,181,25,2,0,1,0,1,10.0,10.0,10.0,23,USD,600.0,26.0869565217391,Creating Children's Books,1.0,1,miércoles,viernes,0,0,0,0,1650,14.0,0.0233,Funding Unsuccessful,fail
6075,2019-02-26,2019-04-27,2019,2,26,2019,4,27,United States,Las Vegas,Crafts,Crafts,0,100,2480,11,1,0,1,0,5,964.0,3500.0,20.0,60,USD,100000.0,1666.66666666667,Mead Makers,1.0,1,martes,sábado,0,1,0,0,3511,95.0,0.001,Funding Unsuccessful,fail
6076,2019-02-19,2019-03-25,2019,2,19,2019,3,25,United States,Riverside,Comics,Webcomics,0,124,3797,57,1,0,31,2,11,148.363636363636,500.0,10.0,34,USD,7000.0,205.88235294117598,Life of the Party Vol. 3: Into the Dungeon. An RPG Series,1.0,1,martes,lunes,0,0,0,0,6133,61696.0,8.8137,Funding Successful,success
6077,2019-04-04,2019-05-04,2019,4,4,2019,5,4,United States,Salt Lake City,Fashion,Accessories,0,26,632,26,1,0,1,0,2,11.5,14.0,9.0,30,USD,900.0,30.0,Make 100 pairs of earrings,1.0,1,jueves,sábado,0,1,1,1,161,1.0,0.0011,Funding Unsuccessful,fail
6078,2019-03-06,2019-03-26,2019,3,6,2019,3,26,United States,Kettering,Art,Illustration,0,134,783,37,1,0,3,0,7,13.142857142857098,27.0,2.0,20,USD,400.0,20.0,Adorable Captain Marvel Chibi Sticker,1.0,1,miércoles,martes,0,0,1,0,6338,531.0,1.3275,Funding Successful,success
6079,2019-02-01,2019-03-03,2019,2,1,2019,3,3,United States,Huntsville,Art,Art,0,9,1514,32,1,0,5,1,8,52.0,200.0,1.0,30,USD,6000.0,200.0,Mon: The Adorable Little Monster,1.0,1,viernes,domingo,0,1,1,1,745,7340.0,1.2233,Funding Successful,success
6080,2019-04-16,2019-05-16,2019,4,16,2019,5,16,Spain,Murcia,Games,Video Games,0,105,6712,52,1,9,51,1,16,321.0,2000.0,1.0,30,USD,50000.0,1666.66666666667,"Adome: Action, platformer and exploration adventure.",1.0,0,martes,jueves,0,0,0,0,34,1343.0,0.0269,Cancelled by Creator,fail
6081,2019-03-11,2019-04-10,2019,3,11,2019,4,10,United States,Austin,Fashion,Fashion,0,63,5137,33,2,6,6,1,6,72.6666666666667,225.0,12.0,30,USD,3400.0,113.333333333333,Your Body Deserves The Best Care:,1.0,1,lunes,miércoles,0,0,1,1,7337,907.0,0.2668,Cancelled by Creator,fail
6082,2019-03-07,2019-04-06,2019,3,7,2019,4,6,United Kingdom,Milton Keynes,Fashion,Apparel,0,68,3927,49,1,6,15,1,11,56.1594181818182,196.32,3.9264,30,GBP,392.64,17.1295744,Llama Trek: An Exclusive Fabric for Hiccups&Juice,1.3088,1,jueves,sábado,0,1,1,1,7087,990.7616,2.5233,Funding Successful,success
6083,2019-02-22,2019-03-24,2019,2,22,2019,3,24,Malta,Valletta,Film & Video,Shorts,1,50,7019,29,1,0,6,0,7,954.285714285714,5000.0,5.0,30,USD,15000.0,500.0,Venus Melite (Venus of Honey),1.0,0,viernes,domingo,0,1,0,0,6050,17723.0,1.1815,Funding Successful,success
6084,2019-02-05,2019-04-06,2019,2,5,2019,4,6,United States,Jackson,Food,Restaurants,0,81,890,16,1,0,1,0,1,150.0,150.0,150.0,60,USD,80000.0,1333.33333333333,Saucy Crab Shack,1.0,1,martes,sábado,0,1,1,1,7079,11.0,0.0001,Funding Unsuccessful,fail
6085,2019-04-02,2019-04-30,2019,4,2,2019,4,30,Netherlands,Breda,Games,Video Games,0,91,3436,37,1,10,36,1,13,877.061688461538,8962.8,1.12035,28,EUR,56017.5,2241.40021875,"Retro Rockets - Hunt, Survive, Avenge",1.12035,1,martes,martes,0,0,1,0,3266,2850.1704,0.0509,Funding Unsuccessful,fail
